row,column,date,red,green,blue
32,44,2011-05-01,184,222,233
32,45,2011-06-01,179,220,231
32,46,2011-07-01,181,221,232
32,47,2011-08-01,212,234,239
32,48,2011-09-01,248,207,200
32,49,2011-10-01,241,245,245
33,0,2007-09-01,248,198,188
33,1,2007-10-01,245,238,237
33,2,2007-11-01,248,204,196
33,3,2007-12-01,244,242,240
33,4,2008-01-01,247,214,208
33,5,2008-02-01,248,193,182
33,6,2008-03-01,205,230,237
33,7,2008-04-01,226,239,242
33,8,2008-05-01,157,207,220
33,9,2008-06-01,164,210,223
33,10,2008-07-01,202,229,236
33,11,2008-08-01,142,197,214
33,12,2008-09-01,228,239,241
33,13,2008-10-01,192,226,234
33,14,2008-11-01,154,205,219
33,15,2008-12-01,169,214,226
33,16,2009-01-01,180,220,232
33,17,2009-02-01,205,231,237
33,18,2009-03-01,142,198,214
33,19,2009-04-01,156,206,220
33,20,2009-05-01,145,200,215
33,21,2009-06-01,137,195,213
33,22,2009-07-01,213,234,239
33,23,2009-08-01,168,212,225
33,24,2009-09-01,248,196,187
33,25,2009-10-01,248,194,183
33,26,2009-11-01,245,96,88
33,27,2009-12-01,248,129,121
33,28,2010-01-01,246,221,216
33,29,2010-02-01,246,224,219
33,30,2010-03-01,248,209,203
33,31,2010-04-01,249,181,170
33,32,2010-05-01,245,236,234
33,33,2010-06-01,248,207,199
33,34,2010-07-01,186,223,234
33,35,2010-08-01,135,194,212
33,36,2010-09-01,202,229,236
33,37,2010-10-01,146,200,215
33,38,2010-11-01,235,242,243
33,39,2010-12-01,208,232,237
33,40,2011-01-01,245,235,233
33,41,2011-02-01,245,232,229
33,42,2011-03-01,181,220,232
33,43,2011-04-01,207,231,237
33,44,2011-05-01,180,220,232
33,45,2011-06-01,181,221,232
33,46,2011-07-01,168,212,225
33,47,2011-08-01,202,229,236
33,48,2011-09-01,226,239,242
33,49,2011-10-01,212,233,238
34,0,2007-09-01,218,236,240
34,1,2007-10-01,228,239,241
34,2,2007-11-01,249,184,173
34,3,2007-12-01,236,242,243
34,4,2008-01-01,248,207,200
34,5,2008-02-01,250,155,145
34,6,2008-03-01,202,229,236
34,7,2008-04-01,246,230,226
34,8,2008-05-01,220,237,241
34,9,2008-06-01,173,216,228
34,10,2008-07-01,234,241,243
34,11,2008-08-01,174,216,228
34,12,2008-09-01,225,238,242
34,13,2008-10-01,235,242,243
34,14,2008-11-01,189,224,234
34,15,2008-12-01,196,228,235
34,16,2009-01-01,218,235,240
34,17,2009-02-01,243,245,246
34,18,2009-03-01,170,215,227
34,19,2009-04-01,169,214,226
34,20,2009-05-01,144,199,214
34,21,2009-06-01,186,223,234
34,22,2009-07-01,209,232,238
34,23,2009-08-01,221,236,241
34,24,2009-09-01,248,206,199
34,25,2009-10-01,247,130,122
34,26,2009-11-01,246,95,87
34,27,2009-12-01,247,119,111
34,28,2010-01-01,249,179,169
34,29,2010-02-01,248,187,175
34,30,2010-03-01,248,188,177
34,31,2010-04-01,249,178,168
34,32,2010-05-01,250,154,144
34,33,2010-06-01,248,182,171
34,34,2010-07-01,175,217,229
34,35,2010-08-01,142,198,213
34,36,2010-09-01,214,234,239
34,37,2010-10-01,180,220,232
34,38,2010-11-01,245,234,232
34,39,2010-12-01,246,226,220
34,40,2011-01-01,247,218,212
34,41,2011-02-01,247,214,207
34,42,2011-03-01,198,228,235
34,43,2011-04-01,219,236,240
34,44,2011-05-01,165,211,224
34,45,2011-06-01,175,217,229
34,46,2011-07-01,161,209,222
34,47,2011-08-01,208,231,237
34,48,2011-09-01,215,234,239
34,49,2011-10-01,192,226,234
35,0,2007-09-01,218,235,240
35,1,2007-10-01,246,225,220
35,2,2007-11-01,249,178,167
35,3,2007-12-01,240,244,244
35,4,2008-01-01,245,231,228
35,5,2008-02-01,247,216,210
35,6,2008-03-01,187,224,234
35,7,2008-04-01,196,228,235
35,8,2008-05-01,191,225,234
35,9,2008-06-01,160,208,222
35,10,2008-07-01,189,224,234
35,11,2008-08-01,143,199,214
35,12,2008-09-01,200,229,236
35,13,2008-10-01,185,223,233
35,14,2008-11-01,165,212,224
35,15,2008-12-01,194,227,234
35,16,2009-01-01,178,219,230
35,17,2009-02-01,207,231,237
35,18,2009-03-01,154,205,219
35,19,2009-04-01,143,199,214
35,20,2009-05-01,122,186,206
35,21,2009-06-01,164,210,223
35,22,2009-07-01,218,235,240
35,23,2009-08-01,187,224,234
35,24,2009-09-01,247,212,206
35,25,2009-10-01,248,208,201
35,26,2009-11-01,247,129,122
35,27,2009-12-01,250,154,144
35,28,2010-01-01,225,239,242
35,29,2010-02-01,245,235,232
35,30,2010-03-01,243,245,246
35,31,2010-04-01,246,222,218
35,32,2010-05-01,215,234,239
35,33,2010-06-01,196,228,235
35,34,2010-07-01,148,202,216
35,35,2010-08-01,124,187,207
35,36,2010-09-01,167,213,225
35,37,2010-10-01,156,206,220
35,38,2010-11-01,192,226,234
35,39,2010-12-01,234,241,243
35,40,2011-01-01,246,228,224
35,41,2011-02-01,218,236,240
35,42,2011-03-01,183,221,232
35,43,2011-04-01,176,218,229
35,44,2011-05-01,149,202,217
35,45,2011-06-01,144,199,214
35,46,2011-07-01,154,205,219
35,47,2011-08-01,146,200,215
35,48,2011-09-01,209,232,238
35,49,2011-10-01,190,225,233
36,0,2007-09-01,246,228,224
36,1,2007-10-01,248,190,179
36,2,2007-11-01,247,210,204
36,3,2007-12-01,215,234,239
36,4,2008-01-01,248,203,195
36,5,2008-02-01,248,190,179
36,6,2008-03-01,195,227,235
36,7,2008-04-01,228,239,242
36,8,2008-05-01,198,228,235
36,9,2008-06-01,164,210,223
36,10,2008-07-01,221,236,241
36,11,2008-08-01,169,214,226
36,12,2008-09-01,202,229,236
36,13,2008-10-01,206,230,237
36,14,2008-11-01,176,218,229
36,15,2008-12-01,185,223,233
36,16,2009-01-01,205,230,237
36,17,2009-02-01,228,239,241
36,18,2009-03-01,164,210,223
36,19,2009-04-01,176,218,229
36,20,2009-05-01,142,197,214
36,21,2009-06-01,189,225,233
36,22,2009-07-01,242,245,245
36,23,2009-08-01,192,226,234
36,24,2009-09-01,246,228,224
36,25,2009-10-01,250,172,162
36,26,2009-11-01,245,96,88
36,27,2009-12-01,245,103,97
36,28,2010-01-01,244,244,244
36,29,2010-02-01,246,229,225
36,30,2010-03-01,248,205,197
36,31,2010-04-01,248,188,176
36,32,2010-05-01,224,238,241
36,33,2010-06-01,248,193,182
36,34,2010-07-01,169,214,226
36,35,2010-08-01,102,173,196
36,36,2010-09-01,179,220,231
36,37,2010-10-01,174,216,228
36,38,2010-11-01,207,231,237
36,39,2010-12-01,246,229,225
36,40,2011-01-01,245,235,233
36,41,2011-02-01,245,235,232
36,42,2011-03-01,195,227,235
36,43,2011-04-01,199,229,236
36,44,2011-05-01,171,215,227
36,45,2011-06-01,174,216,228
36,46,2011-07-01,159,208,221
36,47,2011-08-01,189,224,234
36,48,2011-09-01,176,218,229
36,49,2011-10-01,184,222,233
37,0,2007-09-01,238,244,244
37,1,2007-10-01,248,200,190
37,2,2007-11-01,249,181,170
37,3,2007-12-01,226,239,242
37,4,2008-01-01,248,192,181
37,5,2008-02-01,248,188,177
37,6,2008-03-01,212,234,239
37,7,2008-04-01,219,236,240
37,8,2008-05-01,192,226,234
37,9,2008-06-01,171,215,227
37,10,2008-07-01,193,226,234
37,11,2008-08-01,156,206,220
37,12,2008-09-01,216,235,240
37,13,2008-10-01,211,233,238
37,14,2008-11-01,169,214,226
37,15,2008-12-01,174,217,228
37,16,2009-01-01,180,220,231
37,17,2009-02-01,213,234,239
37,18,2009-03-01,142,198,214
37,19,2009-04-01,146,200,215
37,20,2009-05-01,126,189,208
37,21,2009-06-01,169,213,226
37,22,2009-07-01,220,237,241
37,23,2009-08-01,203,230,237
37,24,2009-09-01,245,237,235
37,25,2009-10-01,248,206,199
37,26,2009-11-01,245,96,88
37,27,2009-12-01,248,190,179
37,28,2010-01-01,247,219,214
37,29,2010-02-01,228,239,241
37,30,2010-03-01,245,235,233
37,31,2010-04-01,250,164,153
37,32,2010-05-01,244,246,246
37,33,2010-06-01,248,206,199
37,34,2010-07-01,161,208,222
37,35,2010-08-01,145,199,215
37,36,2010-09-01,192,226,234
37,37,2010-10-01,167,212,225
37,38,2010-11-01,208,232,238
37,39,2010-12-01,236,243,243
37,40,2011-01-01,245,236,234
37,41,2011-02-01,241,245,245
37,42,2011-03-01,207,231,237
37,43,2011-04-01,159,208,221
37,44,2011-05-01,172,216,227
37,45,2011-06-01,156,206,220
37,46,2011-07-01,175,217,229
37,47,2011-08-01,186,223,234
37,48,2011-09-01,211,233,238
37,49,2011-10-01,165,212,224
38,0,2007-09-01,247,220,216
38,1,2007-10-01,248,190,179
38,2,2007-11-01,247,212,206
38,3,2007-12-01,219,236,240
38,4,2008-01-01,245,231,228
38,5,2008-02-01,248,187,176
38,6,2008-03-01,213,234,239
38,7,2008-04-01,183,222,233
38,8,2008-05-01,161,208,222
38,9,2008-06-01,142,198,214
38,10,2008-07-01,194,227,234
38,11,2008-08-01,152,204,218
38,12,2008-09-01,180,220,232
38,13,2008-10-01,180,220,232
38,14,2008-11-01,150,203,217
38,15,2008-12-01,150,203,217
38,16,2009-01-01,167,213,225
38,17,2009-02-01,191,225,234
38,18,2009-03-01,161,208,222
38,19,2009-04-01,140,196,212
38,20,2009-05-01,115,180,202
38,21,2009-06-01,142,198,213
38,22,2009-07-01,176,218,229
38,23,2009-08-01,171,215,227
38,24,2009-09-01,205,230,237
38,25,2009-10-01,233,241,243
38,26,2009-11-01,250,163,152
38,27,2009-12-01,248,188,177
38,28,2010-01-01,198,228,235
38,29,2010-02-01,230,240,242
38,30,2010-03-01,195,227,235
38,31,2010-04-01,246,227,222
38,32,2010-05-01,217,235,240
38,33,2010-06-01,230,240,242
38,34,2010-07-01,118,183,203
38,35,2010-08-01,115,180,202
38,36,2010-09-01,160,208,222
38,37,2010-10-01,126,189,208
38,38,2010-11-01,190,225,235
38,39,2010-12-01,188,224,234
38,40,2011-01-01,225,238,242
38,41,2011-02-01,218,236,240
38,42,2011-03-01,179,219,230
38,43,2011-04-01,159,208,221
38,44,2011-05-01,141,197,213
38,45,2011-06-01,114,180,202
38,46,2011-07-01,136,194,212
38,47,2011-08-01,164,210,223
38,48,2011-09-01,156,206,220
38,49,2011-10-01,154,205,219
39,0,2007-09-01,246,230,226
39,1,2007-10-01,245,239,237
39,2,2007-11-01,247,214,208
39,3,2007-12-01,212,233,238
39,4,2008-01-01,248,192,181
39,5,2008-02-01,249,168,157
39,6,2008-03-01,220,237,241
39,7,2008-04-01,229,240,242
39,8,2008-05-01,215,234,239
39,9,2008-06-01,174,216,228
39,10,2008-07-01,225,238,242
39,11,2008-08-01,164,211,224
39,12,2008-09-01,205,230,237
39,13,2008-10-01,203,230,236
39,14,2008-11-01,167,213,225
39,15,2008-12-01,165,212,224
39,16,2009-01-01,169,214,226
39,17,2009-02-01,192,226,234
39,18,2009-03-01,140,196,212
39,19,2009-04-01,142,198,213
39,20,2009-05-01,122,186,206
39,21,2009-06-01,153,205,219
39,22,2009-07-01,198,228,235
39,23,2009-08-01,184,222,233
39,24,2009-09-01,244,245,245
39,25,2009-10-01,247,217,211
39,26,2009-11-01,246,95,87
39,27,2009-12-01,249,174,164
39,28,2010-01-01,233,241,242
39,29,2010-02-01,241,244,245
39,30,2010-03-01,240,244,244
39,31,2010-04-01,247,219,214
39,32,2010-05-01,244,243,242
39,33,2010-06-01,247,220,216
39,34,2010-07-01,133,192,211
39,35,2010-08-01,129,190,209
39,36,2010-09-01,149,202,217
39,37,2010-10-01,164,211,224
39,38,2010-11-01,199,229,236
39,39,2010-12-01,243,246,246
39,40,2011-01-01,244,244,243
39,41,2011-02-01,228,239,241
39,42,2011-03-01,203,230,236
39,43,2011-04-01,171,215,227
39,44,2011-05-01,158,207,221
39,45,2011-06-01,163,209,223
39,46,2011-07-01,139,196,212
39,47,2011-08-01,159,208,221
39,48,2011-09-01,205,231,237
39,49,2011-10-01,171,214,227
40,0,2007-09-01,222,238,241
40,1,2007-10-01,248,191,180
40,2,2007-11-01,235,242,243
40,3,2007-12-01,233,241,242
40,4,2008-01-01,246,221,216
40,5,2008-02-01,247,212,206
40,6,2008-03-01,205,230,237
40,7,2008-04-01,203,230,236
40,8,2008-05-01,174,216,228
40,9,2008-06-01,169,213,225
40,10,2008-07-01,199,229,236
40,11,2008-08-01,160,208,222
40,12,2008-09-01,175,217,228
40,13,2008-10-01,185,223,233
40,14,2008-11-01,157,207,220
40,15,2008-12-01,165,211,224
40,16,2009-01-01,164,211,224
40,17,2009-02-01,183,221,232
40,18,2009-03-01,137,195,213
40,19,2009-04-01,139,196,212
40,20,2009-05-01,129,190,209
40,21,2009-06-01,133,192,211
40,22,2009-07-01,191,226,234
40,23,2009-08-01,149,202,217
40,24,2009-09-01,246,223,217
40,25,2009-10-01,211,233,238
40,26,2009-11-01,250,164,153
40,27,2009-12-01,248,192,181
40,28,2010-01-01,232,240,242
40,29,2010-02-01,234,242,243
40,30,2010-03-01,246,226,221
40,31,2010-04-01,237,243,244
40,32,2010-05-01,205,230,237
40,33,2010-06-01,247,218,212
40,34,2010-07-01,135,194,212
40,35,2010-08-01,101,172,195
40,36,2010-09-01,169,214,226
40,37,2010-10-01,153,204,218
40,38,2010-11-01,184,222,233
40,39,2010-12-01,179,219,230
40,40,2011-01-01,212,233,238
40,41,2011-02-01,225,238,242
40,42,2011-03-01,184,222,233
40,43,2011-04-01,176,218,229
40,44,2011-05-01,174,216,228
40,45,2011-06-01,156,207,220
40,46,2011-07-01,148,201,216
40,47,2011-08-01,154,205,219
40,48,2011-09-01,177,218,229
40,49,2011-10-01,158,208,221
41,0,2007-09-01,244,242,241
41,1,2007-10-01,248,210,203
41,2,2007-11-01,246,226,220
41,3,2007-12-01,244,246,245
41,4,2008-01-01,248,195,184
41,5,2008-02-01,250,162,151
41,6,2008-03-01,176,218,229
41,7,2008-04-01,205,230,237
41,8,2008-05-01,171,215,227
41,9,2008-06-01,180,220,231
41,10,2008-07-01,234,242,243
41,11,2008-08-01,164,210,223
41,12,2008-09-01,206,230,237
41,13,2008-10-01,196,228,235
41,14,2008-11-01,163,209,223
41,15,2008-12-01,165,211,224
41,16,2009-01-01,167,213,225
41,17,2009-02-01,176,218,229
41,18,2009-03-01,125,188,208
41,19,2009-04-01,155,205,219
41,20,2009-05-01,122,186,206
41,21,2009-06-01,137,195,213
41,22,2009-07-01,190,225,233
41,23,2009-08-01,158,207,221
41,24,2009-09-01,238,244,244
41,25,2009-10-01,245,238,236
41,26,2009-11-01,249,148,137
41,27,2009-12-01,248,186,175
41,28,2010-01-01,227,239,241
41,29,2010-02-01,237,243,243
41,30,2010-03-01,222,238,241
41,31,2010-04-01,238,243,244
41,32,2010-05-01,198,228,235
41,33,2010-06-01,244,245,244
41,34,2010-07-01,150,203,217
41,35,2010-08-01,102,173,196
41,36,2010-09-01,161,208,222
41,37,2010-10-01,159,208,221
41,38,2010-11-01,183,221,232
41,39,2010-12-01,198,228,235
41,40,2011-01-01,205,230,237
41,41,2011-02-01,217,235,240
41,42,2011-03-01,175,217,229
41,43,2011-04-01,163,209,223
41,44,2011-05-01,154,205,219
41,45,2011-06-01,146,200,215
41,46,2011-07-01,135,194,212
41,47,2011-08-01,144,199,216
41,48,2011-09-01,190,225,233
41,49,2011-10-01,147,201,216
42,0,2007-09-01,246,231,227
42,1,2007-10-01,242,245,245
42,2,2007-11-01,248,188,177
42,3,2007-12-01,225,238,242
42,4,2008-01-01,248,194,183
42,5,2008-02-01,247,218,212
42,6,2008-03-01,195,227,235
42,7,2008-04-01,188,224,234
42,8,2008-05-01,181,221,232
42,9,2008-06-01,169,214,226
42,10,2008-07-01,188,224,234
42,11,2008-08-01,153,205,219
42,12,2008-09-01,212,234,239
42,13,2008-10-01,181,221,232
42,14,2008-11-01,148,202,216
42,15,2008-12-01,159,208,221
42,16,2009-01-01,183,221,233
42,17,2009-02-01,191,225,234
42,18,2009-03-01,143,198,215
42,19,2009-04-01,135,194,212
42,20,2009-05-01,116,182,203
42,21,2009-06-01,143,198,215
42,22,2009-07-01,202,229,236
42,23,2009-08-01,164,210,223
42,24,2009-09-01,244,243,242
42,25,2009-10-01,246,226,221
42,26,2009-11-01,246,106,100
42,27,2009-12-01,248,196,186
42,28,2010-01-01,235,242,243
42,29,2010-02-01,245,236,234
42,30,2010-03-01,215,234,239
42,31,2010-04-01,248,203,195
42,32,2010-05-01,248,211,204
42,33,2010-06-01,247,214,208
42,34,2010-07-01,143,198,215
42,35,2010-08-01,119,184,204
42,36,2010-09-01,171,215,227
42,37,2010-10-01,167,213,225
42,38,2010-11-01,194,227,234
42,39,2010-12-01,198,228,235
42,40,2011-01-01,246,223,217
42,41,2011-02-01,198,228,235
42,42,2011-03-01,175,217,229
42,43,2011-04-01,188,224,234
42,44,2011-05-01,134,193,211
42,45,2011-06-01,153,204,218
42,46,2011-07-01,150,203,217
42,47,2011-08-01,161,209,222
42,48,2011-09-01,196,228,235
42,49,2011-10-01,171,215,227
43,0,2007-09-01,245,238,237
43,1,2007-10-01,247,220,216
43,2,2007-11-01,248,195,184
43,3,2007-12-01,220,237,241
43,4,2008-01-01,248,208,201
43,5,2008-02-01,249,177,167
43,6,2008-03-01,206,230,237
43,7,2008-04-01,215,234,239
43,8,2008-05-01,193,226,234
43,9,2008-06-01,159,208,221
43,10,2008-07-01,234,241,243
43,11,2008-08-01,181,220,232
43,12,2008-09-01,193,226,234
43,13,2008-10-01,199,229,236
43,14,2008-11-01,159,208,221
43,15,2008-12-01,174,216,228
43,16,2009-01-01,208,232,238
43,17,2009-02-01,203,230,236
43,18,2009-03-01,170,214,226
43,19,2009-04-01,153,204,218
43,20,2009-05-01,134,193,211
43,21,2009-06-01,171,215,227
43,22,2009-07-01,230,240,242
43,23,2009-08-01,183,221,232
43,24,2009-09-01,248,182,171
43,25,2009-10-01,248,189,178
43,26,2009-11-01,248,127,120
43,27,2009-12-01,250,153,144
43,28,2010-01-01,244,243,242
43,29,2010-02-01,246,227,222
43,30,2010-03-01,245,237,235
43,31,2010-04-01,248,193,182
43,32,2010-05-01,221,237,241
43,33,2010-06-01,245,235,233
43,34,2010-07-01,158,208,221
43,35,2010-08-01,139,196,212
43,36,2010-09-01,196,228,235
43,37,2010-10-01,180,220,231
43,38,2010-11-01,215,234,239
43,39,2010-12-01,226,239,242
43,40,2011-01-01,245,234,232
43,41,2011-02-01,230,240,242
43,42,2011-03-01,189,224,234
43,43,2011-04-01,187,224,234
43,44,2011-05-01,154,205,219
43,45,2011-06-01,167,212,225
43,46,2011-07-01,157,207,220
43,47,2011-08-01,181,221,232
43,48,2011-09-01,209,232,238
43,49,2011-10-01,193,226,234
44,0,2007-09-01,246,223,218
44,1,2007-10-01,246,225,220
44,2,2007-11-01,245,239,237
44,3,2007-12-01,247,218,212
44,4,2008-01-01,246,231,227
44,5,2008-02-01,249,178,168
44,6,2008-03-01,222,238,241
44,7,2008-04-01,225,239,242
44,8,2008-05-01,179,220,231
44,9,2008-06-01,181,221,232
44,10,2008-07-01,214,233,239
44,11,2008-08-01,187,223,234
44,12,2008-09-01,214,234,239
44,13,2008-10-01,216,234,239
44,14,2008-11-01,169,214,226
44,15,2008-12-01,192,226,234
44,16,2009-01-01,193,226,234
44,17,2009-02-01,190,225,233
44,18,2009-03-01,146,200,216
44,19,2009-04-01,145,200,215
44,20,2009-05-01,146,201,216
44,21,2009-06-01,159,208,221
44,22,2009-07-01,233,241,243
44,23,2009-08-01,198,228,235
44,24,2009-09-01,248,189,178
44,25,2009-10-01,248,197,187
44,26,2009-11-01,250,170,158
44,27,2009-12-01,250,173,163
44,28,2010-01-01,210,233,238
44,29,2010-02-01,219,236,240
44,30,2010-03-01,247,219,215
44,31,2010-04-01,247,212,206
44,32,2010-05-01,209,232,238
44,33,2010-06-01,244,240,240
44,34,2010-07-01,150,203,217
44,35,2010-08-01,149,202,217
44,36,2010-09-01,157,207,220
44,37,2010-10-01,169,214,226
44,38,2010-11-01,194,227,235
44,39,2010-12-01,247,214,207
44,40,2011-01-01,234,242,243
44,41,2011-02-01,238,243,244
44,42,2011-03-01,185,223,233
44,43,2011-04-01,165,211,224
44,44,2011-05-01,155,206,220
44,45,2011-06-01,164,211,224
44,46,2011-07-01,164,210,223
44,47,2011-08-01,208,231,237
44,48,2011-09-01,195,227,235
44,49,2011-10-01,183,222,233
45,0,2007-09-01,218,236,240
45,1,2007-10-01,248,201,191
45,2,2007-11-01,248,196,186
45,3,2007-12-01,235,242,243
45,4,2008-01-01,250,154,144
45,5,2008-02-01,250,172,162
45,6,2008-03-01,191,225,234
45,7,2008-04-01,212,234,239
45,8,2008-05-01,210,233,238
45,9,2008-06-01,156,206,220
45,10,2008-07-01,209,232,238
45,11,2008-08-01,161,209,222
45,12,2008-09-01,224,238,241
45,13,2008-10-01,213,234,239
45,14,2008-11-01,179,219,230
45,15,2008-12-01,184,222,233
45,16,2009-01-01,171,215,227
45,17,2009-02-01,200,229,236
45,18,2009-03-01,164,211,224
45,19,2009-04-01,164,211,224
45,20,2009-05-01,125,188,208
45,21,2009-06-01,150,203,218
45,22,2009-07-01,214,233,239
45,23,2009-08-01,184,222,233
45,24,2009-09-01,242,245,245
45,25,2009-10-01,249,181,170
45,26,2009-11-01,249,156,147
45,27,2009-12-01,249,181,170
45,28,2010-01-01,241,244,245
45,29,2010-02-01,248,210,203
45,30,2010-03-01,246,225,220
45,31,2010-04-01,248,195,184
45,32,2010-05-01,225,239,242
45,33,2010-06-01,248,190,179
45,34,2010-07-01,149,202,217
45,35,2010-08-01,126,189,208
45,36,2010-09-01,165,212,224
45,37,2010-10-01,164,210,223
45,38,2010-11-01,233,241,242
45,39,2010-12-01,238,243,244
45,40,2011-01-01,225,239,242
45,41,2011-02-01,224,238,241
45,42,2011-03-01,213,234,239
45,43,2011-04-01,165,211,224
45,44,2011-05-01,174,217,228
45,45,2011-06-01,164,210,223
45,46,2011-07-01,183,221,232
45,47,2011-08-01,196,228,235
45,48,2011-09-01,216,234,239
45,49,2011-10-01,164,211,224
46,0,2007-09-01,244,246,246
46,1,2007-10-01,248,186,175
46,2,2007-11-01,246,224,218
46,3,2007-12-01,217,235,240
46,4,2008-01-01,248,188,177
46,5,2008-02-01,247,218,212
46,6,2008-03-01,191,226,234
46,7,2008-04-01,199,229,236
46,8,2008-05-01,169,213,226
46,9,2008-06-01,155,206,220
46,10,2008-07-01,218,236,240
46,11,2008-08-01,157,207,220
46,12,2008-09-01,206,230,237
46,13,2008-10-01,180,220,232
46,14,2008-11-01,149,202,217
46,15,2008-12-01,171,215,227
46,16,2009-01-01,172,216,227
46,17,2009-02-01,179,219,230
46,18,2009-03-01,147,201,216
46,19,2009-04-01,133,193,211
46,20,2009-05-01,123,187,206
46,21,2009-06-01,124,188,207
46,22,2009-07-01,186,223,233
46,23,2009-08-01,163,209,223
46,24,2009-09-01,225,239,242
46,25,2009-10-01,218,236,240
46,26,2009-11-01,250,170,160
46,27,2009-12-01,250,172,161
46,28,2010-01-01,220,237,241
46,29,2010-02-01,229,239,242
46,30,2010-03-01,208,232,238
46,31,2010-04-01,217,235,240
46,32,2010-05-01,195,227,235
46,33,2010-06-01,226,239,242
46,34,2010-07-01,147,201,216
46,35,2010-08-01,111,178,199
46,36,2010-09-01,159,208,221
46,37,2010-10-01,164,210,223
46,38,2010-11-01,200,229,236
46,39,2010-12-01,193,227,234
46,40,2011-01-01,193,227,234
46,41,2011-02-01,209,232,238
46,42,2011-03-01,174,216,228
46,43,2011-04-01,158,207,221
46,44,2011-05-01,135,194,212
46,45,2011-06-01,124,187,207
46,46,2011-07-01,136,194,212
46,47,2011-08-01,163,209,223
46,48,2011-09-01,170,214,226
46,49,2011-10-01,202,229,236
47,0,2007-09-01,242,245,245
47,1,2007-10-01,248,196,186
47,2,2007-11-01,248,191,180
47,3,2007-12-01,227,239,242
47,4,2008-01-01,247,214,208
47,5,2008-02-01,247,217,210
47,6,2008-03-01,191,226,234
47,7,2008-04-01,221,237,241
47,8,2008-05-01,181,221,232
47,9,2008-06-01,170,215,227
47,10,2008-07-01,207,231,237
47,11,2008-08-01,154,205,219
47,12,2008-09-01,179,220,231
47,13,2008-10-01,198,228,235
47,14,2008-11-01,167,212,225
47,15,2008-12-01,171,215,227
47,16,2009-01-01,196,228,235
47,17,2009-02-01,181,221,232
47,18,2009-03-01,130,191,210
47,19,2009-04-01,150,203,217
47,20,2009-05-01,123,187,207
47,21,2009-06-01,171,215,227
47,22,2009-07-01,200,229,236
47,23,2009-08-01,167,213,225
47,24,2009-09-01,245,237,235
47,25,2009-10-01,245,236,234
47,26,2009-11-01,249,177,167
47,27,2009-12-01,250,166,155
47,28,2010-01-01,218,235,240
47,29,2010-02-01,244,246,246
47,30,2010-03-01,207,231,237
47,31,2010-04-01,248,198,188
47,32,2010-05-01,248,194,184
47,33,2010-06-01,247,219,214
47,34,2010-07-01,129,191,209
47,35,2010-08-01,111,178,199
47,36,2010-09-01,170,215,227
47,37,2010-10-01,154,205,219
47,38,2010-11-01,217,235,240
47,39,2010-12-01,222,238,241
47,40,2011-01-01,218,235,240
47,41,2011-02-01,202,229,236
47,42,2011-03-01,180,220,231
47,43,2011-04-01,169,214,226
47,44,2011-05-01,152,204,218
47,45,2011-06-01,163,209,223
47,46,2011-07-01,134,193,211
47,47,2011-08-01,153,204,218
47,48,2011-09-01,224,238,241
47,49,2011-10-01,169,213,225
48,0,2007-09-01,233,241,242
48,1,2007-10-01,250,172,161
48,2,2007-11-01,248,211,204
48,3,2007-12-01,221,237,241
48,4,2008-01-01,247,217,211
48,5,2008-02-01,248,191,180
48,6,2008-03-01,215,234,239
48,7,2008-04-01,209,232,238
48,8,2008-05-01,178,219,230
48,9,2008-06-01,167,213,225
48,10,2008-07-01,189,224,234
48,11,2008-08-01,170,214,226
48,12,2008-09-01,195,227,235
48,13,2008-10-01,181,220,232
48,14,2008-11-01,160,208,221
48,15,2008-12-01,163,209,223
48,16,2009-01-01,180,220,232
48,17,2009-02-01,191,225,234
48,18,2009-03-01,166,212,224
48,19,2009-04-01,132,192,210
48,20,2009-05-01,120,184,205
48,21,2009-06-01,140,197,213
48,22,2009-07-01,175,217,229
48,23,2009-08-01,159,208,221
48,24,2009-09-01,208,232,238
48,25,2009-10-01,249,202,193
48,26,2009-11-01,248,190,179
48,27,2009-12-01,248,209,203
48,28,2010-01-01,213,234,239
48,29,2010-02-01,245,236,234
48,30,2010-03-01,211,233,238
48,31,2010-04-01,245,238,236
48,32,2010-05-01,203,229,236
48,33,2010-06-01,194,227,235
48,34,2010-07-01,139,196,212
48,35,2010-08-01,115,182,202
48,36,2010-09-01,137,195,213
48,37,2010-10-01,163,209,223
48,38,2010-11-01,170,215,227
48,39,2010-12-01,180,220,232
48,40,2011-01-01,242,245,245
48,41,2011-02-01,193,226,234
48,42,2011-03-01,159,208,221
48,43,2011-04-01,142,198,214
48,44,2011-05-01,147,201,216
48,45,2011-06-01,148,202,216
48,46,2011-07-01,133,192,211
48,47,2011-08-01,157,207,220
48,48,2011-09-01,205,231,237
48,49,2011-10-01,171,215,227
49,0,2007-09-01,221,236,241
49,1,2007-10-01,245,232,229
49,2,2007-11-01,247,215,209
49,3,2007-12-01,208,232,237
49,4,2008-01-01,246,228,224
49,5,2008-02-01,248,205,198
49,6,2008-03-01,191,225,234
49,7,2008-04-01,228,239,241
49,8,2008-05-01,195,227,235
49,9,2008-06-01,157,207,220
49,10,2008-07-01,218,236,240
49,11,2008-08-01,154,205,219
49,12,2008-09-01,192,226,234
49,13,2008-10-01,216,234,239
49,14,2008-11-01,169,214,226
49,15,2008-12-01,167,212,225
